Food_Code,Display_Name,Portion_Default,Portion_Amount,Portion_Display_Name,Calories
71201100,Pringles potato chips,2,10.0,chips,111.6
71201250,Baked Pringles potato chips,1,1.0,"cup, loose",131.32
71201250,Baked Pringles potato chips,2,1.0,single serving bag (1.1 oz),150.08
71201250,Baked Pringles potato chips,2,10.0,chips,107.87
71205000,Potato sticks,1,0.5,cup,99.18
71205000,Potato sticks,2,1.0,single serving bag (1 oz),146.16
71205000,Potato sticks,2,10.0,sticks,15.66
71301020,Au gratin potatoes,1,0.5,cup,153.72
71305010,Scalloped potatoes,1,0.5,cup,108.48
71401020,"French fries, oven-baked",1,1.0,cup,113.43
71401020,"French fries, oven-baked",2,1.0,cup curly fries,161.19
71401020,"French fries, oven-baked",2,10.0,steak cut/dinner fries,175.12
71401020,"French fries, oven-baked",2,10.0,"strips (2"" to 3-1/2"")",99.5
58134310,Seafood stuffed shells with tomato sauce,1,3.0,jumbo shells,306.27
58134620,Cheese tortellini with tomato sauce,1,1.0,cup,332.5
58134660,Cheese tortellini with cream sauce,1,1.0,cup,390.0
58134680,"Cheese tortellini, no sauce",1,1.0,cup,354.0
58134680,"Cheese tortellini, no sauce",2,10.0,tortellini,113.28
58136120,Lo mein (meatless),1,1.0,cup,234.0
58136130,Shrimp lo mein,1,1.0,cup,236.0
58145110,Macaroni and cheese (homemade type),1,0.5,cup,236.925
58145114,Macaroni and cheese (from dry mix),1,0.5,cup,197.685
58145130,Macaroni and cheese with beef,1,0.5,cup,167.67
58148110,Macaroni salad,1,0.5,cup,169.92
58148120,Macaroni salad with egg,1,0.5,cup,178.77
58148500,Pasta salad with vegetables,1,0.5,cup,116.82
58148550,Pasta salad with meat and vegetables,1,0.5,cup,147.795
58149110,Noodle pudding,1,0.5,cup,148.32
58200200,"Wrap sandwich (vegetables, rice)",1,1.0,wrap,674.68
58403010,Chicken noodle soup,1,1.0,cup,74.71
58404010,Chicken rice soup,1,1.0,cup,60.25
58404500,Matzo ball soup,1,1.0,cup,118.09
58407030,Ramen noodle soup,1,0.5,"package, prepared",170.43
58407030,Ramen noodle soup,2,1.0,cup,160.77
58408010,Won ton soup,1,1.0,cup,183.16
58421080,Tortilla soup,1,1.0,cup,237.6
61101010,Grapefruit (raw),1,0.5,"medium (4"" across)",40.96
61101010,Grapefruit (raw),2,0.5,cup,36.8
61101010,Grapefruit (raw),2,0.5,"large (4-1/2"" across)",53.12
61101010,Grapefruit (raw),2,0.5,"small (3-1/2"" across)",32.0
61101230,"Grapefruit (canned, light syrup)",1,0.5,cup,76.2
61119010,Orange (raw),1,1.0,"medium (2-5/8"" across)",61.57
61119010,Orange (raw),2,0.5,"cup, sections",42.3
61119010,Orange (raw),2,1.0,"large (3"" across)",86.48
61119010,Orange (raw),2,1.0,"small (2-3/8"" across)",45.12
61119010,Orange (raw),2,1.0,section or slice,7.99
61122330,Mandarin oranges (light syrup),1,0.5,cup,76.86
61125010,Tangerine (raw),1,1.0,"medium (2-3/8"" across)",36.96
61125010,Tangerine (raw),2,0.5,"cup, sections",42.9
61125010,Tangerine (raw),2,1.0,clementine,33.0
61201020,Grapefruit juice (unsweetened),1,1.0,cup,93.86
61204010,Lemon juice,1,1.0,Tablespoon,3.8125
61204010,Lemon juice,2,1.0,"lemon, juiced",11.75
61210220,Orange juice (100% juice),1,1.0,cup,104.58
61210220,Orange juice (100% juice),2,1.0,drink box (8 fl oz),110.46
61210220,Orange juice (100% juice),2,1.0,small box (4 oz),52.08
61210220,Orange juice (100% juice),2,1.0,McDonald's carton,75.6
61210220,Orange juice (100% juice),2,1.0,bottle (16 fl oz),209.16
61210230,Orange juice (sweetened),1,1.0,cup,130.0
62101000,"Dried fruit (apricot, apple, etc.)",1,0.25,cup,85.68
62101300,Apple chips,1,10.0,chips,101.2
62107200,Banana chips,1,0.25,cup,66.06
62113100,Fig (dried),1,1.0,fig,47.31
62113100,Fig (dried),2,0.25,cup,123.8775
62122100,Prunes,1,0.5,cup pitted,204.0
62122100,Prunes,2,1.0,prune,20.16
62125100,Raisins,1,1.0,miniature box (1/2 oz),41.86
62125100,Raisins,2,0.25,cup,108.3875
62125100,Raisins,2,1.0,small box (1 1/2 oz),128.57
63101000,Apple (raw),1,1.0,medium  (about 3 per lb),71.76
63101000,Apple (raw),2,1.0,"cup, quartered or chopped",65.0
63101000,Apple (raw),2,1.0,large (about 2 per lb),110.24
63101000,Apple (raw),2,1.0,small  (about 4 per lb),55.12
63101000,Apple (raw),2,1.0,slice,8.84
63101120,Applesauce (unsweetened),1,0.5,cup,52.46
63101120,Applesauce (unsweetened),2,1.0,snack size package (4 oz),48.59
63101130,Applesauce (sweetened),1,0.5,cup,96.9
63101130,Applesauce (sweetened),2,1.0,snack size package (4 oz),85.88
63101330,Baked apple (sweetened),1,1.0,apple,162.45
63103010,Apricot (raw),1,1.0,apricot,16.8
63103010,Apricot (raw),2,0.5,"cup, halves",37.2
63103150,"Apricot (canned, light syrup)",1,1.0,apricot half,14.94
63103150,"Apricot (canned, light syrup)",2,0.5,"cup, halves",90.885
63105010,Avocado,1,0.25,"cup, cubes",60.0
63105010,Avocado,2,0.25,"cup, mashed",92.0
63105010,Avocado,2,0.5,California avocado (black),138.4
63105010,Avocado,2,0.5,Florida avocado (green),243.2
63107010,Banana,1,1.0,"medium (7 - 8"" long)",105.02
63107010,Banana,2,0.5,"cup, sliced",66.75
63107010,Banana,2,1.0,"small (6 - 7"" long)",89.89
63107010,Banana,2,1.0,"large (8 - 9"" long)",121.04
63109010,Cantaloupe,1,0.5,"cup, balls",30.09
63109010,Cantaloupe,2,1.0,large wedge,34.68
63109010,Cantaloupe,2,1.0,medium wedge,23.46
63109010,Cantaloupe,2,1.0,small wedge,18.7
63111010,Maraschino cherries,1,1.0,cherry,7.095
63111010,Maraschino cherries,2,0.25,cup,66.4125
63115010,Sweet cherries (raw),1,0.5,cup cherries with pits,36.855
63115010,Sweet cherries (raw),2,0.5,cup pitted cherries,45.675
63115010,Sweet cherries (raw),2,10.0,cherries,42.84
63123000,Grapes (raw),1,0.5,cup,55.2
63123000,Grapes (raw),2,10.0,grapes,34.5
63125010,Guava (raw),1,1.0,guava,45.9
63125010,Guava (raw),2,0.5,cup,42.075
63126500,Kiwifruit (raw),1,1.0,fruit,46.36
63126500,Kiwifruit (raw),2,0.5,cup,53.985
63126500,Kiwifruit (raw),2,1.0,slice,4.27
63127010,Honeydew melon (raw),1,1.0,medium wedge,45.0
63127010,Honeydew melon (raw),2,0.5,cup balls,31.86
63127010,Honeydew melon (raw),2,1.0,small wedge,22.32
63127010,Honeydew melon (raw),2,1.0,large wedge,90.0
63129010,Mango (raw),1,0.5,"cup, sliced",53.625
63129010,Mango (raw),2,0.5,mango,67.275
58100310,Bean burrito,1,1.0,medium burrito,295.36
58100320,Bean and cheese burrito,1,1.0,Taco Bell burrito,518.76
58100320,Bean and cheese burrito,2,1.0,medium burrito,372.04
58100530,Beef and cheese enchilada,1,1.0,enchilada,213.15
58100600,Chicken enchilada,1,1.0,enchilada,202.86
58100710,Bean enchilada,1,1.0,enchilada,179.36
58100800,Cheese enchilada,1,1.0,enchilada,226.44
58101300,Beef taco with cheese and lettuce,1,1.0,taco or tostada,219.96
58101320,"Beef taco (cheese, lettuce, tomato, salsa)",1,1.0,taco or tostada,172.64
58104740,Chicken & cheese quesadilla,1,1.0,quesadilla,563.04
58104810,Taquitoes,1,1.0,taquito,190.8
58105000,Chicken fajitas with veggies & guacamole,1,1.0,fajita,361.26
58105000,Chicken fajitas with veggies & guacamole,2,1.0,McDonald's fajita,132.84
58105050,Beef fajitas with veggies,1,1.0,fajita,396.94
58106220,"Cheese pizza, thin crust",1,1.0,slice (1/8 med pizza),163.8
58106220,"Cheese pizza, thin crust",2,0.25,large pizza,510.9
58106220,"Cheese pizza, thin crust",2,0.25,medium pizza,326.95
58106220,"Cheese pizza, thin crust",2,1.0,big slice (1/8 lg pizza),255.45
58106220,"Cheese pizza, thin crust",2,1.0,"small pizza (8"" across)",478.4
58106230,"Cheese pizza, thick crust",1,1.0,slice (1/8 med pizza),203.06
58106230,"Cheese pizza, thick crust",2,0.25,large pizza,634.205
58106230,"Cheese pizza, thick crust",2,0.25,medium pizza,405.405
58106230,"Cheese pizza, thick crust",2,0.5,French bread pizza,210.21
58106230,"Cheese pizza, thick crust",2,1.0,Bagel Bite,62.92
58106230,"Cheese pizza, thick crust",2,1.0,big slice (1/8 lg pizza),317.1025
58106230,"Cheese pizza, thick crust",2,1.0,"small pizza (8"" across)",709.28
58106320,"Vegetable pizza, thin crust",1,1.0,slice (1/8 med pizza),149.1
58106320,"Vegetable pizza, thin crust",2,0.25,large pizza,465.405
58106320,"Vegetable pizza, thin crust",2,0.25,medium pizza,298.2
58106320,"Vegetable pizza, thin crust",2,1.0,big slice (1/8 lg pizza),232.7025
58106320,"Vegetable pizza, thin crust",2,1.0,"small pizza (8"" across)",451.56
58106330,"Vegetable pizza, thick crust",1,1.0,slice (1/8 med pizza),192.66
58106330,"Vegetable pizza, thick crust",2,0.25,large pizza,602.0625
58106330,"Vegetable pizza, thick crust",2,0.25,medium pizza,385.32
58106330,"Vegetable pizza, thick crust",2,0.5,French bread pizza,216.125
58106330,"Vegetable pizza, thick crust",2,1.0,big slice (1/8 lg pizza),301.03125
58106330,"Vegetable pizza, thick crust",2,1.0,"small pizza (8"" across)",681.72
58106520,"Meat pizza, thin crust",1,1.0,slice (1/8 med pizza),208.03
58106520,"Meat pizza, thin crust",2,0.25,large pizza,649.7275
58106520,"Meat pizza, thin crust",2,0.25,medium pizza,415.3275
58106520,"Meat pizza, thin crust",2,1.0,big slice (1/8 lg pizza),324.86375
58106520,"Meat pizza, thin crust",2,1.0,"small pizza (8"" across)",559.63
58106530,"Meat pizza, thick crust",1,1.0,slice (1/8 med pizza),243.32
58106530,"Meat pizza, thick crust",2,0.25,large pizza,759.22
58106530,"Meat pizza, thick crust",2,0.25,medium pizza,485.87
58106530,"Meat pizza, thick crust",2,0.5,French bread pizza,244.86
58106530,"Meat pizza, thick crust",2,1.0,big slice (1/8 lg pizza),379.61
58106530,"Meat pizza, thick crust",2,1.0,"small pizza (8"" across)",785.4
58106720,"Meat & veggie pizza, thin crust",1,1.0,slice (1/8 med pizza),192.76
58106720,"Meat & veggie pizza, thin crust",2,0.25,large pizza,601.46
58106720,"Meat & veggie pizza, thin crust",2,0.25,medium pizza,384.91
58106720,"Meat & veggie pizza, thin crust",2,1.0,big slice (1/8 lg pizza),300.73
58106720,"Meat & veggie pizza, thin crust",2,1.0,"small pizza (8"" across)",570.96
58106730,"Meat & veggie pizza, thick crust",1,1.0,slice (1/8 med pizza),233.16
58106730,"Meat & veggie pizza, thick crust",2,0.25,large pizza,727.62
58106730,"Meat & veggie pizza, thick crust",2,0.25,medium pizza,465.65
58106730,"Meat & veggie pizza, thick crust",2,0.5,French bread pizza,234.5
58106730,"Meat & veggie pizza, thick crust",2,1.0,big slice (1/8 lg pizza),363.81
58106730,"Meat & veggie pizza, thick crust",2,1.0,"small pizza (8"" across)",798.64
58108010,Meat & cheese calzone or stromboli,1,0.5,calzone or stromboli,737.76
58108050,Pizza rolls or bites,1,1.0,miniature roll,42.0
58110110,Egg roll with vegetables,1,1.0,egg roll,100.48
58110110,Egg roll with vegetables,2,1.0,miniature egg roll,20.41
58110130,Egg roll with meat,1,1.0,egg roll,112.64
58110130,Egg roll with meat,2,1.0,miniature egg roll,22.88
58111110,Fried wonton,1,1.0,wonton,53.96
58111110,Fried wonton,2,1.0,pot sticker,85.2
58112510,"Steamed dumpling, meat filled",1,1.0,dumpling,41.44
58125110,"Quiche (with meat, poultry or fish)",1,1.0,"piece (1/8 of 9"" quiche)",568.32
58125110,"Quiche (with meat, poultry or fish)",2,1.0,individual quiche,334.48
58125120,Spinach quiche,1,1.0,"piece (1/8 of 9"" quiche)",341.77
58125120,Spinach quiche,2,1.0,individual quiche,270.07
58126130,Meat and cheese turnover (Hot Pockets),1,1.0,turnover,358.08
58127330,"Sausage, egg, and cheese croissant",1,1.0,croissant,539.01
58130010,Meat lasagna,1,1.0,"piece (about 2-1/2"" x 4"")",321.36
58130010,Meat lasagna,2,1.0,cup,390.0
58130320,Spinach lasagna (vegetarian),1,1.0,"piece (about 2-1/2"" x 4"")",279.21
58130320,Spinach lasagna (vegetarian),2,1.0,cup,307.5
58131323,Meat ravioli with tomato sauce,1,0.5,cup,104.165
58131323,Meat ravioli with tomato sauce,2,0.5,can (15 oz),176.375
58131323,Meat ravioli with tomato sauce,2,1.0,piece,27.39
58131510,Cheese ravioli (no sauce),1,0.5,cup,185.2
58131510,Cheese ravioli (no sauce),2,1.0,piece,34.725
58132110,Spaghetti with tomato sauce (meatless),1,1.0,cup,250.48
58132310,Spaghetti with meat sauce,1,1.0,cup,349.68
58133120,Cheese manicotti with tomato sauce,1,2.0,manicotti,457.6
58133120,Cheese manicotti with tomato sauce,2,1.0,cup,376.0
58150110,Fried rice (plain),1,0.5,cup,125.33
58150310,Chicken or pork fried rice,1,0.5,cup,166.32
58150510,Shrimp fried rice,1,0.5,cup,161.37
58151130,Nigiri sushi (with fish and veggies),1,1.0,piece,36.4
58151130,Nigiri sushi (with fish and veggies),2,0.25,cup,58.1
58151140,Maki sushi (rolled sushi with veggies),1,1.0,piece,30.42
58151140,Maki sushi (rolled sushi with veggies),2,0.25,cup,48.555
58160110,Rice and beans,1,0.5,cup,195.98
58161300,Rice with tomato sauce,1,0.5,cup,126.36
58162110,Stuffed pepper (with rice and meat),1,0.5,pepper with filling,208.6
58163410,Spanish rice,1,0.5,cup,105.705
58163610,Rice with vegetables,1,0.5,cup,139.05
58200100,"Wrap sandwich (meat, vegetables, rice)",1,1.0,wrap,818.37
57305100,Lucky Charms cereal,2,1.0,single serving box,110.2
57330000,Raisin bran cereal,1,1.0,cup,194.59
57330000,Raisin bran cereal,2,1.0,single serving box,124.41
57336000,Rice Chex cereal,1,1.0,cup,124.41
57339000,Rice Krispies cereal,1,1.0,cup,93.6
57339000,Rice Krispies cereal,2,1.0,single serving box,90.0
57344000,Special K cereal,1,1.0,cup,117.49
57344000,Special K cereal,2,1.0,single serving box,79.59
57347000,Corn Pops cereal,1,1.0,cup,117.8
57347000,Corn Pops cereal,2,1.0,single serving box,106.4
57349000,Frosted Flakes cereal,1,1.0,cup,150.47
57349000,Frosted Flakes cereal,2,1.0,single serving box,117.44
57406100,Total cereal,1,1.0,cup,106.92
57406100,Total cereal,2,1.0,single serving box,91.854
57407100,Trix cereal,1,1.0,cup,117.3
57407100,Trix cereal,2,1.0,single serving box,105.57
57417000,Shredded wheat cereal,1,1.0,cup spoon size biscuits,170.0
57417000,Shredded wheat cereal,2,1.0,rectangular biscuit,81.6
57418000,Wheaties cereal,1,1.0,cup,106.5
57601100,"Wheat bran, unprocessed",1,0.25,cup,31.32
58100100,Beef burrito (no beans),1,1.0,small burrito,296.64
58100110,Beef and bean burrito,1,1.0,medium burrito,330.86
58100130,Beef and cheese burrito (no beans),1,1.0,Taco Bell burrito,689.04
58100130,Beef and cheese burrito (no beans),2,1.0,medium burrito,494.16
58100140,"Beef, bean, and cheese burrito",1,1.0,Taco Bell burrito,670.65
58100140,"Beef, bean, and cheese burrito",2,1.0,medium burrito,615.42
58100140,"Beef, bean, and cheese burrito",2,1.0,Taco Bell Big Beef,765.33
58101320,"Beef taco (cheese, lettuce, tomato, salsa)",2,1.0,Taco Bell Grande,339.04
58101400,Beef soft taco,1,1.0,taco,262.2
58101450,Chicken soft taco,1,1.0,taco,250.88
58101720,"Bean taco (cheese, lettuce, tomato, salsa)",1,1.0,taco or tostada,143.44
58101910,"Taco salad with beef, cheese, corn chips",1,1.0,salad (fast food order),366.56
58101910,"Taco salad with beef, cheese, corn chips",2,1.0,cup,192.76
58103110,Tamale (with meat or chicken),1,1.0,tamale,133.0
58104100,Cheese nachos,1,1.0,Taco Bell order,471.7
58104100,Cheese nachos,2,1.0,cup,258.1
58104180,Beef and bean nachos,1,1.0,Nachos Supreme,566.28
58104180,Beef and bean nachos,2,1.0,cup,251.68
58104250,Chicken nachos,1,1.0,order,543.32
58104250,Chicken nachos,2,1.0,cup,251.43
58104510,Beef chimachanga,1,1.0,chimichanga,337.48
58104530,Chicken chimichanga,1,1.0,chimichanga,558.15
58104530,Chicken chimichanga,2,1.0,order (4 mini pieces),631.35
58104710,Cheese quesadilla,1,1.0,quesadilla,498.42
58104730,Meat and cheese quesadilla,1,1.0,quesadilla,605.36
22101220,Fried pork chop (eat lean only),1,1.0,medium,153.0
22101220,Fried pork chop (eat lean only),2,1.0,large,220.5
22101220,Fried pork chop (eat lean only),2,1.0,small or thin cut,83.25
22101220,Fried pork chop (eat lean only),2,4.0,ounces after cooking,234.0
22101310,Breaded pork chop (eat lean & fat),1,1.0,medium,304.32
22101310,Breaded pork chop (eat lean & fat),2,1.0,large,440.63
22101310,Breaded pork chop (eat lean & fat),2,1.0,small or thin cut,164.84
22101310,Breaded pork chop (eat lean & fat),2,4.0,ounces after cooking,359.478
22101320,Breaded pork chop (eat lean only),1,1.0,medium,226.4
22101320,Breaded pork chop (eat lean only),2,1.0,large,331.11
22101320,Breaded pork chop (eat lean only),2,1.0,small or thin cut,124.52
22101320,Breaded pork chop (eat lean only),2,4.0,ounces after cooking,339.6
22210400,Roast pork tenderloin,1,4.0,ounces after cooking,195.048
22311020,Smoked ham (lean),1,1.0,medium slice,65.94
22311020,Smoked ham (lean),2,1.0,thick slice,98.91
22311020,Smoked ham (lean),2,1.0,thin slice,32.97
22311020,Smoked ham (lean),2,4.0,"ounces, boneless",178.038
22401020,Roast pork (lean),1,1.0,medium slice,87.36
22401020,Roast pork (lean),2,1.0,thick slice,131.04
22401020,Roast pork (lean),2,1.0,thin slice,43.68
22401020,Roast pork (lean),2,4.0,"ounces, boneless",235.872
22501010,Canadian bacon,1,1.0,slice,42.55
22501010,Canadian bacon,2,1.0,ounce,51.8
22601000,Bacon,1,1.0,"medium slice, cooked",43.28
22601000,Bacon,2,1.0,"thick slice, cooked",64.92
22601000,Bacon,2,1.0,"thin slice, cooked",27.05
22701010,Pork spareribs (eat lean & fat),1,1.0,large cut (3 ribs),533.25
22701010,Pork spareribs (eat lean & fat),2,1.0,large rib,177.75
22701010,Pork spareribs (eat lean & fat),2,1.0,medium rib,138.25
22701010,Pork spareribs (eat lean & fat),2,1.0,small rib,98.75
22701020,Pork spareribs (eat lean only),1,1.0,large cut (3 ribs),205.0
22701020,Pork spareribs (eat lean only),2,1.0,large rib,67.65
22701020,Pork spareribs (eat lean only),2,1.0,medium rib,53.3
22701020,Pork spareribs (eat lean only),2,1.0,small rib,36.9
22701040,BBQ spareribs & sauce (eat lean & fat),1,1.0,medium rib,124.0
22701040,BBQ spareribs & sauce (eat lean & fat),2,1.0,large rib,161.2
22701040,BBQ spareribs & sauce (eat lean & fat),2,1.0,small rib,89.9
22701050,BBQ spareribs & sauce (eat lean only),1,1.0,medium rib,66.3
22701050,BBQ spareribs & sauce (eat lean only),2,1.0,large rib,83.98
22701050,BBQ spareribs & sauce (eat lean only),2,1.0,small rib,46.41
22709010,Fried pork rinds,1,1.0,"cup, pieces",174.4
22709010,Fried pork rinds,2,1.0,bag (2 oz),310.65
23101020,Lamb chop,1,1.0,large chop,223.6
23101020,Lamb chop,2,1.0,medium chop,167.7
23101020,Lamb chop,2,1.0,small chop,111.8
23101020,Lamb chop,2,4.0,ounces after cooking,243.81
23203110,Broiled veal chop,1,1.0,medium,230.05
23203110,Broiled veal chop,2,1.0,large,292.4
23203110,Broiled veal chop,2,4.0,ounces after cooking,197.8
23205030,"Veal cutlet or steak, fried",1,1.0,cutlet,139.37
23205030,"Veal cutlet or steak, fried",2,4.0,ounces after cooking,205.254
23210020,Roasted veal,1,1.0,medium slice,96.6
23210020,Roasted veal,2,1.0,thick slice,144.9
23210020,Roasted veal,2,1.0,thin slice,48.3
23210020,Roasted veal,2,4.0,"ounces, boneless",260.82
23321100,Roasted venison,1,4.0,ounces after cooking,215.46
24107010,Battered fried chicken (eat skin),1,1.0,medium piece,249.4
24107010,Battered fried chicken (eat skin),2,1.0,large piece,406.0
24107010,Battered fried chicken (eat skin),2,1.0,small piece,142.1
24107010,Battered fried chicken (eat skin),2,4.0,ounces after cooking,328.86
24122110,Baked chicken breast (eat skin),1,1.0,medium breast,191.1
24122110,Baked chicken breast (eat skin),2,1.0,white meat quarter,302.25
24122110,Baked chicken breast (eat skin),2,1.0,large breast,216.45
24122110,Baked chicken breast (eat skin),2,1.0,small breast,163.8
24122110,Baked chicken breast (eat skin),2,4.0,ounces after cooking,221.13
24122120,Baked chicken breast (no skin),1,1.0,medium breast,141.04
24122120,Baked chicken breast (no skin),2,1.0,white meat quarter,206.64
24122120,Baked chicken breast (no skin),2,1.0,large breast,160.72
24122120,Baked chicken breast (no skin),2,1.0,small breast,123.0
24122120,Baked chicken breast (no skin),2,4.0,"ounces boneless, cooked",170.56
24124120,Fried chicken breast (no skin),1,1.0,medium breast,158.24
24124120,Fried chicken breast (no skin),2,1.0,large breast,180.32
24124120,Fried chicken breast (no skin),2,1.0,small breast,138.0
24124120,Fried chicken breast (no skin),2,4.0,"ounces, cooked, skinned",191.36
24127110,Battered fried chicken breast,1,1.0,medium breast,365.4
24127110,Battered fried chicken breast,2,1.0,large breast,412.38
24127110,Battered fried chicken breast,2,1.0,small breast,313.2
24127110,Battered fried chicken breast,2,4.0,ounces after cooking,295.974
24127150,"Battered fried chicken breast, no skin",1,1.0,medium breast,252.72
24127150,"Battered fried chicken breast, no skin",2,1.0,large breast,283.14
24127150,"Battered fried chicken breast, no skin",2,1.0,small breast,215.28
24127150,"Battered fried chicken breast, no skin",2,4.0,ounces after cooking,265.356
24132210,Baked chicken dark meat (eat skin),1,1.0,medium dark meat quarter,262.2
24132210,Baked chicken dark meat (eat skin),2,1.0,large dark meat quarter,342.7
24132210,Baked chicken dark meat (eat skin),2,1.0,small dark meat quarter,216.2
24132220,Baked chicken dark meat (no skin),1,1.0,medium dark meat quarter,179.55
24132220,Baked chicken dark meat (no skin),2,1.0,large dark meat quarter,241.92
24132220,Baked chicken dark meat (no skin),2,1.0,small dark meat quarter,153.09
24142220,Baked chicken drumstick (no skin),1,1.0,medium drumstick,75.24
24142220,Baked chicken drumstick (no skin),2,1.0,large drumstick,99.18
24142220,Baked chicken drumstick (no skin),2,1.0,small drumstick,58.14
24147210,Fried chicken drumstick (battered),1,1.0,medium drumstick,194.4
24147210,Fried chicken drumstick (battered),2,1.0,large drumstick,253.8
24147210,Fried chicken drumstick (battered),2,1.0,small drumstick,148.5
24152220,Baked chicken thigh (no skin),1,1.0,medium thigh,107.64
24152220,Baked chicken thigh (no skin),2,1.0,large thigh,144.9
24152220,Baked chicken thigh (no skin),2,1.0,small thigh,95.22
24154210,Fried chicken thigh (eat skin),1,1.0,medium thigh,158.1
24154210,Fried chicken thigh (eat skin),2,1.0,large thigh,214.2
24154210,Fried chicken thigh (eat skin),2,1.0,small thigh,140.25
24154220,Fried chicken thigh (no skin),1,1.0,medium thigh,111.28
24154220,Fried chicken thigh (no skin),2,1.0,large thigh,149.8
24154220,Fried chicken thigh (no skin),2,1.0,small thigh,98.44
24157210,Fried chicken thigh (battered),1,1.0,medium thigh,239.08
24157210,Fried chicken thigh (battered),2,1.0,large thigh,325.26
24157210,Fried chicken thigh (battered),2,1.0,small thigh,211.28
24164110,Fried chicken wing (no coating),1,1.0,medium wing,101.76
24164110,Fried chicken wing (no coating),2,1.0,"mini ""drumette""",47.7
24164110,Fried chicken wing (no coating),2,1.0,large wing,136.74
24164110,Fried chicken wing (no coating),2,1.0,small wing,89.04
24167110,Fried chicken wing (battered),1,1.0,medium wing,159.74
24167110,Fried chicken wing (battered),2,1.0,"mini ""drumette""",61.94
24167110,Fried chicken wing (battered),2,1.0,large wing,208.64
24167110,Fried chicken wing (battered),2,1.0,small wing,136.92
24198700,Chicken patty or fillet (breaded),1,1.0,patty,225.72
24198700,Chicken patty or fillet (breaded),2,1.0,fillet,299.97
24198700,Chicken patty or fillet (breaded),2,1.0,medium tender,47.52
24198700,Chicken patty or fillet (breaded),2,1.0,chicken strip,261.36
24198740,Chicken nuggets,1,1.0,fast food order-6 nuggets,216.72
24198740,Chicken nuggets,2,1.0,nugget,54.18
24201120,Roasted turkey (white meat),1,1.0,medium slice,43.68
24201120,Roasted turkey (white meat),2,1.0,thin slice,21.84
24201120,Roasted turkey (white meat),2,4.0,ounces after cooking,174.72
24201320,Roasted turkey (white & dark meat),1,1.0,medium slice,47.32
24201320,Roasted turkey (white & dark meat),2,1.0,thin slice,23.66
24201320,Roasted turkey (white & dark meat),2,4.0,ounces after cooking,189.28
24207000,Ground turkey,1,1.0,medium patty (4 per pound),139.8
24207000,Ground turkey,2,0.5,cup after cooking,147.955
24207000,Ground turkey,2,1.0,large patty (3 per pound),186.4
24207000,Ground turkey,2,1.0,small patty (5 per pound),111.84
24207000,Ground turkey,2,4.0,ounces after cooking,260.96
24208500,Turkey bacon,1,1.0,"medium slice, cooked",42.02
24301010,Roasted duck,1,1.0,breast,255.36
24301010,Roasted duck,2,1.0,drumstick and thigh,184.8
24301010,Roasted duck,2,1.0,duck half,1283.52
24401010,Roasted Cornish game hen,1,1.0,breast,284.9
24401010,Roasted Cornish game hen,2,1.0,hen,792.54
25110140,Fried beef liver,1,1.0,slice,147.9
25110450,Fried chicken liver,2,1.0,cup,372.4
25110450,Fried chicken liver,1,1.0,liver,58.52
25112200,Chicken liver pate,1,1.0,slice,56.9835
25210230,Low fat hot dog,1,1.0,hot dog,92.34
25210280,Hot dog (frankfurter),1,1.0,hot dog,174.99
25220350,Bratwurst,1,1.0,brat,281.35
25220400,Bologna,1,1.0,medium slice,85.96
25220500,Low fat bologna,1,1.0,medium slice,64.4
25221250,Pepperoni,1,1.0,slice,25.63
25221250,Pepperoni,2,0.25,"cup, sliced",118.83
25221310,Polish sausage,1,0.5,"cup, sliced",234.05
25221310,Polish sausage,2,0.5,"10"" long sausage",351.85
25221470,Breakfast sausage (brown & serve),1,1.0,patty,106.92
25221470,Breakfast sausage (brown & serve),2,1.0,link,51.48
25221850,Turkey sausage,1,1.0,medium slice (slice=1 oz),58.52
25221910,Vienna sausage,1,1.0,sausage,44.64
25221910,Vienna sausage,2,1.0,can,315.27
25230210,Deli ham (regular),1,1.0,slice,45.36
25230210,Deli ham (regular),2,0.5,cup,119.07
25230210,Deli ham (regular),2,1.0,shaved slice,27.54
25230230,Deli ham (extra lean),1,1.0,slice,36.68
25230310,Deli chicken or turkey loaf,1,1.0,slice,42.525
25230900,Deli sliced turkey or chicken breast,1,1.0,slice,29.484
25230900,Deli sliced turkey or chicken breast,2,0.5,"cup, shaved slices",42.12
25231110,Deli sliced roast beef,1,1.0,slice,50.1795
25231110,Deli sliced roast beef,2,0.5,cup,123.9
25240110,Chicken salad spread,1,0.5,cup,208.0
25240220,Ham salad spread,1,0.5,cup,273.24
26100120,Baked fish,1,1.0,fillet,142.38
26100120,Baked fish,2,4.0,ounces after cooking,142.884
26100150,Fried fish (breaded or battered),1,1.0,fillet,266.66
26100150,Fried fish (breaded or battered),2,4.0,ounces after cooking,225.666
26100230,Baked battered fish fillet,1,1.0,patty or fillet,155.04
26100230,Baked battered fish fillet,2,1.0,stick,46.24
26100230,Baked battered fish fillet,2,2.0,ounces after cooking,154.224
26100240,Fried breaded fish fillet,1,1.0,patty or fillet,125.97
26100240,Fried breaded fish fillet,2,1.0,stick,37.57
26100240,Fried breaded fish fillet,2,2.0,ounces after cooking,125.307
26101110,Anchovy,1,1.0,"2-ounce can, drained",94.5
26101110,Anchovy,2,2.0,ounces,119.07
26107120,Baked or broiled catfish,1,1.0,fillet,115.92
