Food_Code,Display_Name,Portion_Default,Portion_Amount,Portion_Display_Name,Calories
83112500,Creamy dressing (ranch),2,0.25,cup,285.525
83112500,Creamy dressing (ranch),2,1.0,packet,213.84
83113000,Sweet & sour dressing,1,1.0,Tablespoon,2.34
83113000,Sweet & sour dressing,2,0.25,cup,9.375
83114000,Thousand island dressing,1,1.0,Tablespoon,57.72
83114000,Thousand island dressing,2,1.0,packet,162.8
83200100,Low-calorie salad dressing,1,1.0,Tablespoon,23.814
83200100,Low-calorie salad dressing,2,0.25,cup,95.55
83204000,Low-calorie mayonnaise,2,0.25,cup,145.0
83205500,Fat-free Italian dressing,1,1.0,Tablespoon,6.58
83205500,Fat-free Italian dressing,2,1.0,packet,20.68
83207100,Fat-free thousand island dressing,1,1.0,Tablespoon,21.12
83207100,Fat-free thousand island dressing,2,1.0,packet,58.08
83210200,Fat-free ranch dressing,1,1.0,Tablespoon,17.655
83210200,Fat-free ranch dressing,2,1.0,packet,47.08
91101010,White sugar (granulated or lump),1,1.0,teaspoon,16.254
91101010,White sugar (granulated or lump),2,0.25,cup,193.5
91101010,White sugar (granulated or lump),2,1.0,lump (2 cubes),19.35
91101010,White sugar (granulated or lump),2,1.0,individual packet,23.22
91101020,Powdered sugar (confectioner's sugar),1,1.0,teaspoon,9.725
91101020,Powdered sugar (confectioner's sugar),2,0.25,cup,116.7
91102010,Brown sugar,1,1.0,"teaspoon, packed",17.342
91200000,Calorie-free sweetener,1,1.0,individual packet,1.408
91200000,Calorie-free sweetener,2,1.0,teaspoon,7.04
91301080,Chocolate sauce (thin type),1,1.0,Tablespoon,52.452
91301080,Chocolate sauce (thin type),2,0.25,cup,209.25
91301250,Syrup (all types),1,1.0,Tablespoon,53.0
91301250,Syrup (all types),2,1.0,packet,156.35
91302010,Honey,1,1.0,Tablespoon,63.84
91304010,Butterscotch sauce,1,1.0,Tablespoon,62.964
91304010,Butterscotch sauce,2,0.25,cup,252.45
91304020,Fudge sauce (thick type),1,1.0,Tablespoon,72.66
91304020,Fudge sauce (thick type),2,0.25,cup,294.1
91304030,Fruit topping,1,1.0,Tablespoon,53.848
91304030,Fruit topping,2,0.25,cup,215.9
91304040,Marshmallow topping,1,1.0,Tablespoon,19.964
91304040,Marshmallow topping,2,0.25,cup,79.695
91304060,Nut topping (wet),1,1.0,Tablespoon,89.6
91304060,Nut topping (wet),2,0.25,cup,367.36
91304090,Nutella (chocolate hazelnut spread),1,1.0,Tablespoon,83.855
91305010,Chocolate icing,1,1.0,Tablespoon,67.252
91305010,Chocolate icing,2,0.25,cup,268.8125
91305020,White icing,1,1.0,Tablespoon,80.396
91305020,White icing,2,0.25,cup,322.19
91351010,Dietetic syrup,1,1.0,Tablespoon,6.0
91351010,Dietetic syrup,2,0.25,cup,24.0
91351020,Dietetic topping,1,1.0,Tablespoon,8.236
91351020,Dietetic topping,2,0.25,cup,32.915
91361010,Sweet and sour sauce (Vietnamese Sauce),1,2.0,Tablespoons,28.2
91361010,Sweet and sour sauce (Vietnamese Sauce),2,1.0,fast food container,31.02
91361040,Vanilla or rum dessert sauce,1,0.25,cup,95.04
91361040,Vanilla or rum dessert sauce,2,1.0,Tablespoon,23.76
91361050,Duck sauce,1,1.0,packet,22.325
91361050,Duck sauce,2,0.25,cup,170.375
91361050,Duck sauce,2,1.0,Tablespoon,42.3
91401000,Jelly,1,1.0,Tablespoon,50.54
91401000,Jelly,2,1.0,packet,37.24
91402000,Jam or preserves,1,1.0,Tablespoon,54.6
91402000,Jam or preserves,2,1.0,packet,36.4
91405000,Dietetic jelly (low cal sweetener),1,1.0,Tablespoon,24.816
91406500,All-fruit preserves (no added sugar),1,1.0,Tablespoon,36.6
91406600,Jam or preserves (low sugar),1,1.0,Tablespoon,25.702
91501010,Jello,1,1.0,snack-size package (3.5 oz),61.38
91611000,Popsicle,1,1.0,single stick,63.36
91611000,Popsicle,2,1.0,Kool Pop,23.76
91611000,Popsicle,2,1.0,double stick,92.16
91611000,Popsicle,2,1.0,Fla-Vor-Ice,30.96
91611100,Sugar-free popsicle (diet),1,1.0,single stick,16.72
91611100,Sugar-free popsicle (diet),2,1.0,double stick,24.32
91621000,Slurpee or snow cone,1,1.0,medium (16 fl oz),423.68
91621000,Slurpee or snow cone,2,1.0,cup,212.48
91621000,Slurpee or snow cone,2,1.0,large (22 fl oz),578.56
91621000,Slurpee or snow cone,2,1.0,small (10 fl oz),355.84
91701010,Chocolate-covered almonds,1,1.0,almond,17.01
91701010,Chocolate-covered almonds,2,0.25,cup,240.975
91703010,Tootsie roll,1,1.0,roll,139.3
91703010,Tootsie roll,2,1.0,midgee roll,25.87
91703010,Tootsie roll,2,1.0,large roll,254.72
91703020,Caramel candy,1,1.0,piece,26.74
91703020,Caramel candy,2,1.0,sucker (2 oz),225.38
91703200,Twix cookie bars,1,1.0,regular package,289.42
91703200,Twix cookie bars,2,1.0,king size package,474.05
91703200,Twix cookie bars,2,1.0,fun size bar,79.84
91705010,Milk chocolate bar or candy (plain),1,1.0,bar (1.4 oz),214.0
91705010,Milk chocolate bar or candy (plain),2,0.25,cup chocolate chips,224.7
75216171,Yellow corn (corn on the cob),2,1.0,medium ear,107.0
75216171,Yellow corn (corn on the cob),2,1.0,baby ear,8.56
75216171,Yellow corn (corn on the cob),2,1.0,small ear,92.02
75217010,Cooked eggplant,1,0.5,"cup, diced",35.0
75217010,Cooked eggplant,2,1.0,slice,18.9
75219011,Cooked mushrooms,1,0.5,cup,21.84
75219011,Cooked mushrooms,2,1.0,large cap,4.48
75219011,Cooked mushrooms,2,10.0,slices,11.2
75340010,Vegetable combo (Asian style),1,0.5,cup,23.495
75340160,Vegetable-pasta combo with cream sauce,1,0.5,cup,84.24
75340160,Vegetable-pasta combo with cream sauce,2,1.0,frozen package,279.76
75340200,Tofu and vegetables (Monk's food),1,0.5,cup,83.66
75410500,Chiles rellenos,1,1.0,chili,364.65
75411010,Corn pudding (scalloped corn),1,0.5,cup,128.4
75411020,Corn fritter,1,1.0,fritter,131.95
75411020,Corn fritter,2,0.5,cup,201.695
75412060,Eggplant Parmesan,1,1.0,cup,316.8
75412060,Eggplant Parmesan,2,1.0,slice eggplant,70.4
75414020,"Stuffed mushrooms (bread, meat & cheese)",1,1.0,stuffed cap,67.44
75414020,"Stuffed mushrooms (bread, meat & cheese)",2,0.5,cup,266.95
75414030,Breaded fried mushrooms,1,0.5,cup,148.07
75414030,Breaded fried mushrooms,2,1.0,medium,30.94
75414030,Breaded fried mushrooms,2,1.0,small,17.68
75414500,Fried okra,1,0.5,cup,86.94
75414500,Fried okra,2,1.0,pod,14.175
75415020,Onion rings,1,1.0,fast food order,157.38
75415020,Onion rings,2,0.5,cup,43.92
75415020,Onion rings,2,5.0,medium rings,54.9
75416500,Pea salad,1,0.5,cup,250.38
75418010,Breaded fried summer squash,1,0.5,cup,184.8
75440170,Breaded fried vegetable sticks,1,1.0,stick,28.7
75440200,Vegetable tempura,1,1.0,piece,11.27
75440200,Vegetable tempura,2,0.5,cup,50.715
75460700,Vegetable-pasta combo,1,0.5,cup,52.745
75500210,Pickled beets,1,0.25,cup,26.6175
75501010,Corn relish,1,0.25,cup,50.8375
75502520,Kim chee (made from cabbage),1,0.25,cup,7.875
75503010,Dill pickle,1,1.0,spear,5.4
75503010,Dill pickle,2,1.0,large,24.3
75503010,Dill pickle,2,1.0,medium,11.7
75503010,Dill pickle,2,1.0,baby dill,5.04
75503010,Dill pickle,2,5.0,slices,5.4
75503020,Pickle relish,1,1.0,packet (2 teaspoons),13.0
75503020,Pickle relish,2,0.25,cup,79.625
75503040,Sweet pickle (gherkin),1,5.0,slices,35.1
75503040,Sweet pickle (gherkin),2,1.0,gherkin,7.02
75503090,Horseradish,1,1.0,Tablespoon,7.2
75506010,Mustard,1,1.0,teaspoon,3.3
75506010,Mustard,2,1.0,packet,3.3
75510010,Green olives,1,5.0,small,21.025
75510010,Green olives,2,0.25,cup,53.2875
75510010,Green olives,2,5.0,large,28.275
75510020,Black olives,1,5.0,small,17.85
75510020,Black olives,2,0.25,cup,38.5875
75510020,Black olives,2,5.0,large,24.15
75511010,Tabasco sauce (hot sauce),1,1.0,packet,1.86
75511010,Tabasco sauce (hot sauce),2,10.0,drops,0.16
75607010,Cream of mushroom soup (made with milk),1,1.0,cup,190.96
75608100,French onion soup,1,1.0,cup,57.84
75649010,Vegetable soup,1,1.0,cup,81.94
75651010,Minestrone soup,1,1.0,cup,84.35
75651070,Vegetable rice soup,1,1.0,cup,106.04
75651020,Vegetable beef soup (canned),1,1.0,cup,78.0
75652010,Vegetable beef soup (homemade),1,1.0,cup,228.95
75657000,Vegetable broth,1,1.0,cup,16.8
77300000,Wrap sandwich (vegetables only),1,1.0,wrap,472.29
81101000,Butter,1,1.0,pat (1 teaspoon),35.85
81101000,Butter,2,0.25,stick,202.5525
81101000,Butter,2,1.0,Tablespoon,101.814
81101010,Whipped butter,1,1.0,pat (1 teaspoon),27.246
81101010,Whipped butter,2,1.0,Tablespoon,67.398
81101500,Light butter,1,1.0,pat (1 teaspoon),24.95
81101500,Light butter,2,0.25,stick,140.9675
81101500,Light butter,2,1.0,Tablespoon,70.858
81102010,Stick margarine,1,1.0,pat (1 teaspoon),35.25
81102010,Stick margarine,2,0.25,stick,199.1625
81102010,Stick margarine,2,1.0,Tablespoon,100.11
81102020,Tub margarine,1,1.0,teaspoon,33.55176
81103080,Tub spread (margarine type),1,1.0,teaspoon,25.05789
81104010,Reduced-calorie spread (margarine type),1,1.0,pat (1 teaspoon),17.25
81104010,Reduced-calorie spread (margarine type),2,1.0,Tablespoon,50.025
81104100,Fat-free spread (margarine type),1,1.0,teaspoon,2.11992
81201000,Bacon grease (or meat drippings),1,1.0,Tablespoon,107.648
81201000,Bacon grease (or meat drippings),2,0.25,cup,431.0125
81203100,Vegetable shortening,1,1.0,teaspoon,37.34016
81203100,Vegetable shortening,2,0.25,cup,453.05
81301020,Lemon-butter sauce,1,1.0,Tablespoon,106.784
81301020,Lemon-butter sauce,2,0.25,cup,428.64
81302010,Hollandaise sauce,1,1.0,Tablespoon,67.137
81302010,Hollandaise sauce,2,0.25,cup,267.9225
81302050,Tartar sauce,1,1.0,Tablespoon,74.304
81302050,Tartar sauce,2,0.25,cup,296.7
81302060,Horseradish sauce,1,1.0,Tablespoon,29.26
81302060,Horseradish sauce,2,0.25,cup,117.04
81302070,Pesto sauce,1,1.0,Tablespoon,82.44133
81302070,Pesto sauce,2,0.25,cup,329.76533
83200100,Low-calorie salad dressing,2,1.0,packet,64.68
83203250,Fat-free mayonnaise-type dressing,1,1.0,Tablespoon,13.44
83203250,Fat-free mayonnaise-type dressing,2,0.25,cup,53.76
83204000,Low-calorie mayonnaise,1,1.0,Tablespoon,36.192
74101000,Raw tomatoes,2,1.0,wedge (1/4 of medium tomato),5.58
74201001,Cooked tomatoes,1,0.5,cup,21.6
74204013,Stewed tomatoes,1,0.5,cup,33.15
74205011,Fried green tomatoes,1,3.0,slices,211.68
74205011,Fried green tomatoes,2,0.5,cup,176.4
74205011,Fried green tomatoes,2,1.0,medium tomato,197.96
74206000,Dried tomatoes,1,1.0,piece,5.16
74206000,Dried tomatoes,2,0.25,cup,34.83
74301100,Tomato juice,1,1.0,cup,41.31
74303000,V-8 juice (tomato-vegetable juice),1,1.0,cup,43.56
74401010,Ketchup (catsup),1,1.0,Tablespoon,14.25
74402100,Salsa,1,0.25,cup,17.36
74402100,Salsa,2,1.0,Tablespoon,4.48
74402250,Enchilada sauce,1,0.25,cup,79.375
74402350,Green tomato-chile sauce,1,0.25,cup,45.51
74402350,Green tomato-chile sauce,2,1.0,Tablespoon,11.1
74403010,Tomato sauce,1,0.5,cup,39.2
74404010,Spaghetti sauce (meatless),1,0.5,cup,71.25
74404060,"Spaghetti sauce, fat-free (meatless)",1,0.5,cup,51.25
74406010,Barbeque sauce,1,1.0,fast-food container,24.0
74406010,Barbeque sauce,2,4.0,Tablespoons,46.875
75105000,Raw cabbage,1,0.5,cup chopped,13.795
75105000,Raw cabbage,2,0.5,cup shredded,10.85
75105000,Raw cabbage,2,1.0,leaf,7.13
75107000,Raw cauliflower,1,0.5,cup,12.5
75107000,Raw cauliflower,2,1.0,floweret,3.25
75109000,Raw celery,1,0.5,cup diced,8.4
75109000,Raw celery,2,0.5,cup sticks,8.68
75109000,Raw celery,2,5.0,"sticks or strips (4"" long)",2.8
75109500,Chives,1,1.0,Tablespoon,0.9
75109550,Cilantro,1,0.25,cup,0.92
75109550,Cilantro,2,1.0,sprig,0.253
75111000,Cucumber,1,0.5,cup sliced,7.14
75111000,Cucumber,2,1.0,slice,0.84
75111000,Cucumber,2,1.0,"stick or strip (4"" long)",1.08
75111500,Garlic,1,1.0,clove,4.47
75113000,Lettuce,1,1.0,"cup, chopped or shredded",5.5
75113000,Lettuce,2,1.0,medium leaf,0.8
75114000,Mixed salad greens,1,1.0,"cup, chopped or shredded",8.8
75115000,Raw mushrooms,1,0.5,cup pieces or slices,7.7
75115000,Raw mushrooms,2,1.0,medium,3.96
75115000,Raw mushrooms,2,1.0,slice,1.32
75117020,Raw onion,1,1.0,"slice (1/8"" thick)",5.88
75117020,Raw onion,2,0.25,cup,16.8
75119000,Parsley,1,5.0,springs,0.18
75121000,Raw hot pepper (jalapeno),1,1.0,pepper,18.9
75121000,Raw hot pepper (jalapeno),2,0.25,cup,15.75
75122100,Raw sweet pepper (bell pepper),1,1.0,slice or ring,2.0
75122100,Raw sweet pepper (bell pepper),2,0.25,cup chopped,7.45
75122100,Raw sweet pepper (bell pepper),2,0.5,cup sliced,9.2
75122100,Raw sweet pepper (bell pepper),2,1.0,medium,23.8
75125000,Radish,1,1.0,slice,0.16
75125000,Radish,2,0.25,cup slices,4.64
75125000,Radish,2,1.0,medium,0.72
75141000,Coleslaw,1,0.5,cup,134.32
75141000,Coleslaw,2,1.0,fast-food order,131.4
75143000,Tossed salad (lettuce and vegetables),1,1.0,cup,11.68
75201011,Artichoke,1,0.5,cup hearts,42.0
75201011,Artichoke,2,1.0,medium globe,60.0
75201011,Artichoke,2,1.0,heart,13.5
75202011,Cooked asparagus,1,5.0,medium spears,16.5
75202011,Cooked asparagus,2,0.5,cup,19.8
75202011,Cooked asparagus,2,5.0,small or thin spears,12.1
75202011,Cooked asparagus,2,5.0,large or thick spears,20.9
75204011,Cooked green lima beans,1,0.5,cup,103.7
75205023,Cooked green beans,1,0.5,cup,13.5
75207011,Cooked bean sprouts,1,0.5,cup,29.14
75208011,Cooked beets,1,0.5,cup slices,37.4
75208011,Cooked beets,2,0.5,cup diced,34.54
75208011,Cooked beets,2,0.5,cup whole,35.86
75209012,Cooked Brussels sprouts,1,0.5,cup,32.55
75209012,Cooked Brussels sprouts,2,1.0,sprout,8.82
75211020,Cooked cabbage,1,0.5,cup,16.5
75214011,Cooked cauliflower,1,0.5,cup flowerets,16.56
75214011,Cooked cauliflower,2,0.5,cup pieces,14.375
75214011,Cooked cauliflower,2,1.0,floweret,5.06
75216153,Cream style corn,1,0.5,cup,92.16
75216171,Yellow corn (corn on the cob),1,0.5,cup,87.74
75216171,Yellow corn (corn on the cob),2,1.0,large ear,121.98
75220011,Boiled or steamed okra,1,0.5,cup,17.6
75220011,Boiled or steamed okra,2,5.0,pods,11.66
75221011,Cooked onions,1,0.5,cup,46.2
75221011,Cooked onions,2,1.0,slice,5.28
75223011,Blackeye peas,1,0.5,cup,79.2
75224021,Cooked green peas,1,0.5,cup,66.4
75226010,Cooked sweet peppers,1,0.5,cup,19.04
75226101,Cooked hot peppers,1,1.0,pepper,18.06
75226101,Cooked hot peppers,2,1.0,Tablespoon,3.57
75230010,Sauerkraut,1,0.5,cup,13.49
75231011,Cooked snowpeas,1,0.5,cup,33.6
75233011,Zucchini or summer squash,1,0.5,cup,18.0
75234011,Cooked turnip,1,0.5,cup pieces,17.05
75234011,Cooked turnip,2,0.5,cup mashed,25.3
75235000,Water chestnut,1,0.5,cup,39.5
75236500,Vegemite,1,1.0,teaspoon,9.48
75301110,Succotash (lima beans and corn),1,0.5,cup,88.32
75302080,"Bean salad (green, yellow, kidney beans)",1,0.5,cup,57.0
75307000,Sauteed green peppers & onions,1,0.5,cup,39.6
75311012,Cooked mixed vegetables,1,0.5,cup,59.15
75317000,Stew vegetables,1,0.5,cup,57.75
71103010,Boiled potatoes,2,8.0,ounces raw,156.4
71104010,Roasted potatoes,1,1.0,"medium (2 per pound, raw)",179.47
71104010,Roasted potatoes,2,0.5,cup,83.57
71104010,Roasted potatoes,2,1.0,"large (13 ounces, raw)",310.99
71104010,Roasted potatoes,2,1.0,"small (6 ounces, raw)",143.85
71104010,Roasted potatoes,2,4.0,ounces raw,93.16
71201010,"Potato chips, regular (all flavors)",1,1.0,cup,107.2
71201010,"Potato chips, regular (all flavors)",2,1.0,single serving bag (1 oz),150.08
71201010,"Potato chips, regular (all flavors)",2,1.0,grab-size bag (1.8 oz),268.0
71401030,"French fries, deep-fried",1,1.0,medium fast food order,456.94
71401030,"French fries, deep-fried",2,1.0,cup,194.37
71401030,"French fries, deep-fried",2,1.0,cup curly fries,276.21
71401030,"French fries, deep-fried",2,1.0,large fast food order,539.0
71401030,"French fries, deep-fried",2,1.0,small fast food order,289.85
71401030,"French fries, deep-fried",2,10.0,steak cut/dinner fries,300.08
71401030,"French fries, deep-fried",2,10.0,"strips (2"" to 3-1/2"")",170.5
71403000,Home fries,1,0.5,cup,179.45
71405020,Hash browns,1,0.5,cup,157.325
71405020,Hash browns,2,1.0,patty (2.3 oz),143.22
71411000,Potato skin with cheese & bacon,1,1.0,order (10 halves),1667.4
71411000,Potato skin with cheese & bacon,2,1.0,large skin,277.9
71411000,Potato skin with cheese & bacon,2,1.0,medium skin,166.74
71411000,Potato skin with cheese & bacon,2,1.0,small skin,138.95
71501010,"Mashed potatoes (with milk, no butter)",1,0.5,cup,85.05
71501020,Mashed potatoes (with milk and butter),1,0.5,cup,109.2
71501030,Mashed potatoes (with butter),1,0.5,cup,115.5
71505000,Tator tots,1,0.5,cup,142.08
71505000,Tator tots,2,1.0,tater tot,17.538
71508010,Stuffed baked potato (with sour cream),1,0.5,medium potato,158.12
71508010,Stuffed baked potato (with sour cream),2,0.5,large potato,273.36
71508010,Stuffed baked potato (with sour cream),2,0.5,small potato,125.96
71508020,Stuffed baked potato (with cheese),1,0.5,potato (frozen),194.6
71508020,Stuffed baked potato (with cheese),2,0.5,large potato,248.81
71508020,Stuffed baked potato (with cheese),2,0.5,medium potato,143.865
71508020,Stuffed baked potato (with cheese),2,0.5,small potato,114.675
71601010,Potato salad with egg,1,0.5,cup,131.24
71603010,Potato salad,1,0.5,cup,129.31
71701000,Potato pancake (latke),1,1.0,large pancake,69.93
71701000,Potato pancake (latke),2,1.0,small pancake,41.58
71702000,Potato pudding,1,0.5,cup,143.64
71801010,Cream of potato soup,1,1.0,cup,136.4
71801010,Cream of potato soup,2,1.0,"can, ready to eat (13 oz)",101.475
71851010,Plantain soup,1,1.0,cup,98.0
71900100,Plantain (boiled or baked),1,0.5,medium plantain,136.88
71900100,Plantain (boiled or baked),2,0.5,cup,110.2
71905110,Fried plantain,1,0.5,medium plantain,249.48
71930100,Cassava,1,1.0,piece,32.2
71930100,Cassava,1,0.5,"cup, diced",106.26
71930200,Cassava bread,1,1.0,"piece (6"" across)",299.0
71931010,Cassava with creole sauce,1,1.0,portion,308.2
71962010,"Taro (cocoyam), boiled",1,0.5,"cup, pieces",106.0
72116000,Romaine lettuce,1,1.0,cup,7.6
72116140,Caesar salad with dressing,1,1.0,cup,168.48
72118211,"Greens, cooked without fat",1,0.5,cup,18.25
72118221,"Greens, cooked with fat",1,0.5,cup,33.975
72125100,Raw spinach,1,1.0,cup,6.9
72125212,Cooked spinach,1,0.5,cup,30.4
72125232,Creamed spinach,1,0.5,cup,78.0
72201100,Raw broccoli,1,0.5,cup flowerets,12.07
72201100,Raw broccoli,2,0.5,cup chopped,14.96
72201100,Raw broccoli,2,1.0,floweret,3.74
72201211,Cooked broccoli,1,0.5,cup flowerets,16.975
72201211,Cooked broccoli,2,0.5,cup chopped,32.2
72201211,Cooked broccoli,2,1.0,floweret,3.5
72201230,Broccoli with cheese sauce,1,0.5,cup,120.84
72201230,Broccoli with cheese sauce,2,1.0,stalk,50.88
72202020,Broccoli-rice casserole,1,0.5,cup,143.64
72302000,Cream of broccoli soup,1,1.0,cup,206.19
72302100,Broccoli cheese soup,1,1.0,cup,164.91
73101010,Raw carrots,1,0.5,cup strips or slices,25.01
73101010,Raw carrots,2,0.5,cup grated,22.55
73101010,Raw carrots,2,1.0,baby carrot,4.1
73101110,Carrot salad,1,0.5,cup,208.25
73102211,Cooked carrots,1,0.5,cup slices,27.3
73102211,Cooked carrots,2,0.5,cup baby carrots,26.075
73102241,Glazed carrots,1,0.5,cup,100.625
73102241,Glazed carrots,2,0.5,cup baby carrots,106.875
73105010,Carrot juice,1,1.0,cup,94.4
73111212,Peas and carrots,1,0.5,cup,38.4
73303010,Baked winter squash,1,0.5,cup,37.925
73303010,Baked winter squash,2,0.5,acorn squash,58.0
73403010,Baked sweet potato,1,1.0,"medium (5"" long)",101.46
73403010,Baked sweet potato,2,1.0,large,160.2
73403010,Baked sweet potato,2,1.0,small,53.4
73406000,Candied sweet potato,1,0.5,cup,146.02
73409000,Mashed sweet potato,1,0.5,cup,107.445
74101000,Raw tomatoes,1,1.0,"medium whole (2-3/5"" across)",22.14
74101000,Raw tomatoes,2,0.5,"cup, chopped or sliced",16.2
74101000,Raw tomatoes,2,1.0,"large whole (3"" across)",32.76
74101000,Raw tomatoes,2,1.0,"small whole (2-2/5"" across)",16.38
74101000,Raw tomatoes,2,1.0,cherry tomato,3.06
74101000,Raw tomatoes,2,1.0,"medium slice (1/4"" thick)",3.6
74406010,Barbeque sauce,2,1.0,packet,6.975
74406100,Steak sauce (A-1),1,1.0,Tablespoon,9.76
74406100,Steak sauce (A-1),2,0.25,cup,38.125
74406500,Cocktail sauce,1,4.0,Tablespoons,54.6
74506000,"Tomato cucumber salad, with oil & vinegar",1,0.5,cup,92.22
74601010,Cream of tomato soup,1,1.0,cup,146.32
74602010,Tomato soup (made with water),1,1.0,cup,85.4
75101000,Raw bean sprouts,1,0.5,cup,15.6
63131010,Nectarine (raw),1,1.0,nectarine,59.84
63131010,Nectarine (raw),2,0.5,"cup, sliced",30.36
63131010,Nectarine (raw),2,1.0,slice,4.972
63133010,Papaya (raw),1,0.5,medium,59.28
63133010,Papaya (raw),2,0.5,"cup, cubes",27.3
63133010,Papaya (raw),2,0.5,small,29.64
63135010,Peach (raw),1,1.0,medium (4 per lb),38.22
63135010,Peach (raw),2,0.5,"cup, diced",36.075
63135010,Peach (raw),2,1.0,large (2-1/2 per lb),61.23
63135010,Peach (raw),2,1.0,small (5 per lb),30.81
63135010,Peach (raw),2,1.0,slice,3.12
63135140,Peach (canned in light syrup),1,1.0,half with liquid,52.92
63135140,Peach (canned in light syrup),2,0.5,cup,67.77
63135140,Peach (canned in light syrup),2,1.0,snack size (4 oz),61.02
63137010,Pear (raw),1,1.0,medium (2-1/2 per lb),96.28
63137010,Pear (raw),2,0.5,"cup, sliced or cubed",47.85
63137010,Pear (raw),2,1.0,large (2 per lb),121.22
63137010,Pear (raw),2,1.0,small (3 per lb),80.62
63137010,Pear (raw),2,1.0,slice,8.12
63137140,Pear (canned in light syrup),1,1.0,half with liquid,43.32
63137140,Pear (canned in light syrup),2,0.5,cup,70.965
63137140,Pear (canned in light syrup),2,1.0,snack size (4 oz),64.41
63139010,Persimmons (raw),1,1.0,persimmon,117.6
63141010,Pineapple (raw),1,0.5,"cup, diced",37.2
63141010,Pineapple (raw),2,1.0,slice,40.32
63141140,Pineapple (canned in light syrup),1,0.5,"cup, chunks or crushed",65.52
63141140,Pineapple (canned in light syrup),2,1.0,slice or ring,24.96
63143010,Plum (raw),1,1.0,plum,30.36
63145010,Pomegranate (raw),1,0.5,pomegranate,52.36
63149010,Watermelon (raw),1,0.5,"cup, diced",22.8
63149010,Watermelon (raw),2,1.0,small wedge,21.3
63149010,Watermelon (raw),2,1.0,medium wedge,85.8
63149010,Watermelon (raw),2,1.0,large wedge,171.6
63203010,Blueberries (raw),1,0.5,cup,41.325
63207110,Cranberry sauce,1,0.25,cup,104.5675
63207110,Cranberry sauce,2,1.0,slice sauce,86.07
63219020,Raspberries (raw),1,0.5,cup,31.98
63223020,Strawberries (raw),1,0.5,"cup, whole",23.04
63223020,Strawberries (raw),2,0.5,"cup, pureed",37.12
63223020,Strawberries (raw),2,0.5,"cup, sliced",26.56
63223020,Strawberries (raw),2,1.0,large,5.76
63223020,Strawberries (raw),2,1.0,medium,3.84
63223020,Strawberries (raw),2,1.0,small,2.24
63223130,Strawberries (cooked or canned in syrup),1,0.5,cup,116.84
63301010,Ambrosia,1,0.5,cup,50.0
63311000,Fruit salad (no dressing),1,0.5,cup,48.125
63311130,Fruit cocktail (canned in heavy syrup),1,1.0,snack size package (4 oz),82.49
63311130,Fruit cocktail (canned in heavy syrup),2,0.5,cup,90.52
63311140,Fruit cocktail (canned in light syrup),1,1.0,snack size package (4 oz),64.41
63311140,Fruit cocktail (canned in light syrup),2,0.5,cup,68.97
63401010,Waldorf salad (apple salad in dressing),1,0.5,cup,121.245
63409010,Guacamole,1,0.25,cup,91.4525
63415100,Fruit soup,1,1.0,cup,176.66
63420110,Frozen fruit juice bar,1,1.0,bar,60.68
63420200,Low-calorie frozen fruit juice bar,1,1.0,bar,23.76
63430100,Sorbet (made with fruit),1,0.5,cup,82.0
64100110,100% Fruit juice blend (Juicy Juice),1,1.0,cup,132.5
64100110,100% Fruit juice blend (Juicy Juice),2,1.0,drink box (8 fl oz),139.92
64100110,100% Fruit juice blend (Juicy Juice),2,1.0,small box (4 fl oz),69.96
64101010,Apple cider,1,1.0,cup,116.56
64104010,Apple juice (100% juice),1,1.0,cup,116.56
64104010,Apple juice (100% juice),2,1.0,bottle (10 fl oz),145.7
64104010,Apple juice (100% juice),2,1.0,drink box (8 fl oz),123.14
64105400,Cranberry juice (100% juice),1,1.0,cup,116.38
64116020,Grape juice (100% juice),1,1.0,cup,154.33
64124020,Pineapple juice (100% juice),1,1.0,cup,140.0
64132020,Prune juice (100% juice),1,1.0,cup,181.76
64134000,fruit smoothie (no milk),1,1.0,commercial smoothie (20 fl oz),326.12
64134000,fruit smoothie (no milk),2,1.0,cup,130.2
64205010,Peach nectar,1,1.0,cup,134.46
64401000,Vinegar,1,1.0,Tablespoon,2.016
71101000,"Baked potato, plain (don't eat peel)",1,1.0,"medium (2 per pound, raw)",120.52
71101000,"Baked potato, plain (don't eat peel)",2,1.0,"large (13 ounces, raw)",208.84
71101000,"Baked potato, plain (don't eat peel)",2,1.0,"small (6 ounces, raw)",96.6
71101000,"Baked potato, plain (don't eat peel)",2,8.0,ounces raw,132.48
71101110,"Baked potato, plain (eat peel)",1,1.0,"medium (2 per pound, raw)",159.16
71101110,"Baked potato, plain (eat peel)",2,1.0,"large (13 ounces, raw)",169.28
71101110,"Baked potato, plain (eat peel)",2,1.0,"small (6 ounces, raw)",126.96
71101110,"Baked potato, plain (eat peel)",2,8.0,ounces raw,169.28
71103010,Boiled potatoes,1,1.0,"medium (2 per pound, raw)",141.95
71103010,Boiled potatoes,2,1.0,"large (13 ounces, raw)",156.4
71103010,Boiled potatoes,2,1.0,"small (6 ounces, raw)",106.25
71201010,"Potato chips, regular (all flavors)",2,10.0,chips,96.48
71201050,Reduced fat potato chips (all flavors),1,1.0,cup,94.2
71201050,Reduced fat potato chips (all flavors),2,10.0,chips,80.07
71201100,Pringles potato chips,1,1.0,"cup, stacked (20 chips)",239.94
71201100,Pringles potato chips,2,1.0,one-inch stack (14 chips),156.24
